file	percent	reads	taxon_id	taxa
BP.kaiju.out	0.004395	4013	3039693	Candidatus Auribacteraceae
BP.kaiju.out	0.004386	4005	1643824	Atopobiaceae
BP.kaiju.out	0.004363	3984	1433378	Motilibacteraceae
BP.kaiju.out	0.004353	3975	3031464	Thermodesulfatatoraceae
BP.kaiju.out	0.004342	3965	1779135	Bradymonadaceae
BP.kaiju.out	0.004295	3922	2303527	Trichocoleusaceae
BP.kaiju.out	0.004289	3916	558314	Desulfurobacteriaceae
BP.kaiju.out	0.004268	3897	1890448	Spirulinaceae
BP.kaiju.out	0.004203	3838	715221	Caldicoprobacteraceae
BP.kaiju.out	0.004182	3819	543349	Symbiobacteriaceae
BP.kaiju.out	0.004175	3812	2805416	Jatrophihabitantaceae
BP.kaiju.out	0.004151	3790	1129771	Leptotrichiaceae
BP.kaiju.out	0.004143	3783	2900659	Candidatus Aquicultoraceae
BP.kaiju.out	0.004106	3749	3024158	Cyclonatronaceae
BP.kaiju.out	0.0041	3744	1077264	Chthonomonadaceae
BP.kaiju.out	0.004088	3733	1890429	Acaryochloridaceae
BP.kaiju.out	0.004085	3730	64898	Aquificaceae
BP.kaiju.out	0.004052	3700	2866727	Reticulibacteraceae
BP.kaiju.out	0.004043	3692	2770092	Tepidanaerobacteraceae
BP.kaiju.out	0.004028	3678	1644061	Natrialbaceae
BP.kaiju.out	0.004005	3657	213117	Desulfohalobiaceae
BP.kaiju.out	0.003999	3652	143786	Brachyspiraceae
BP.kaiju.out	0.003978	3632	186827	Aerococcaceae
BP.kaiju.out	0.003975	3630	1853225	Salinibacteraceae
BP.kaiju.out	0.003953	3610	717964	Methylacidiphilaceae
BP.kaiju.out	0.003937	3595	1486721	Methylothermaceae
BP.kaiju.out	0.003917	3577	119043	Rhodobiaceae
BP.kaiju.out	0.003837	3504	2848916	Thermohalobacteraceae
BP.kaiju.out	0.00379	3461	622454	Cryptosporangiaceae
BP.kaiju.out	0.003748	3422	1652132	Halobacteriovoraceae
BP.kaiju.out	0.003739	3414	1759334	Parviterribacteraceae
BP.kaiju.out	0.003732	3408	3031641	Thermodesulforhabdaceae
BP.kaiju.out	0.003729	3405	1643950	Fervidobacteriaceae
BP.kaiju.out	0.003717	3394	39782	Blattabacteriaceae
BP.kaiju.out	0.003712	3390	1890428	Merismopediaceae
BP.kaiju.out	0.003709	3387	596498	Nitriliruptoraceae
BP.kaiju.out	0.003654	3337	255528	Victivallaceae
BP.kaiju.out	0.003654	3337	2770093	Thermosediminibacteraceae
BP.kaiju.out	0.0036	3287	1903335	Balneicellaceae
BP.kaiju.out	0.003583	3272	2829802	Afifellaceae
BP.kaiju.out	0.00353	3223	775	Rickettsiaceae
BP.kaiju.out	0.003525	3219	2975259	Parvicellaceae
BP.kaiju.out	0.003522	3216	3029088	Dethiosulfovibrionaceae
BP.kaiju.out	0.003513	3208	655351	Cohaesibacteraceae
BP.kaiju.out	0.003485	3182	1920240	Kangiellaceae
BP.kaiju.out	0.003481	3179	2813951	Terasakiellaceae
BP.kaiju.out	0.003456	3156	1783343	Endomicrobiaceae
BP.kaiju.out	0.003446	3147	1963268	Haloarculaceae
BP.kaiju.out	0.003441	3142	1853233	Thermonemataceae
BP.kaiju.out	0.003423	3126	191033	Oleiphilaceae
BP.kaiju.out	0.003423	3126	2772535	Salibacteraceae
BP.kaiju.out	0.003408	3112	908622	Euzebyaceae
BP.kaiju.out	0.003337	3047	186820	Listeriaceae
BP.kaiju.out	0.003335	3045	772	Bartonellaceae
BP.kaiju.out	0.003332	3043	88404	Methanocorpusculaceae
BP.kaiju.out	0.003318	3030	1934946	Immundisolibacteraceae
BP.kaiju.out	0.003294	3008	2066491	Emcibacteraceae
BP.kaiju.out	0.003291	3005	2844877	Zavarziniaceae
BP.kaiju.out	0.003249	2967	2767072	Treboniaceae
BP.kaiju.out	0.003245	2963	1937968	Bernardetiaceae
BP.kaiju.out	0.003237	2956	1505234	Chitinivibrionaceae
BP.kaiju.out	0.003176	2900	117942	Desulfurellaceae
BP.kaiju.out	0.003138	2865	543372	Thermoanaerobacterales Family IV. Incertae Sedis
BP.kaiju.out	0.003121	2850	1240483	Orbaceae
BP.kaiju.out	0.003105	2835	414713	Actinospicaceae
BP.kaiju.out	0.003062	2796	768668	Thermogemmatisporaceae
BP.kaiju.out	0.003052	2787	2758916	Paraconexibacteraceae
BP.kaiju.out	0.003014	2752	2714749	Lichenibacteriaceae
BP.kaiju.out	0.00298	2721	3039170	Desulfitibacteraceae
BP.kaiju.out	0.002977	2718	203488	Dictyoglomaceae
BP.kaiju.out	0.002977	2718	1501348	Amoebophilaceae
BP.kaiju.out	0.002963	2706	2808923	Fluviibacteraceae
BP.kaiju.out	0.002945	2689	2762316	Terrimicrobiaceae
BP.kaiju.out	0.00294	2685	2858885	Mangrovivirgaceae
BP.kaiju.out	0.002937	2682	2092	Mycoplasmataceae
BP.kaiju.out	0.002921	2667	1643957	Roseiarcaceae
BP.kaiju.out	0.00291	2657	2893042	Salisaetaceae
BP.kaiju.out	0.0029	2648	2162846	Candidatus Nanopelagicaceae
BP.kaiju.out	0.002891	2640	2897348	Candidatus Uabimicrobiaceae
BP.kaiju.out	0.002833	2587	119859	Tolypothrichaceae
BP.kaiju.out	0.002832	2586	414877	Catenulisporaceae
BP.kaiju.out	0.002827	2581	2759950	Dissulfurirhabdaceae
BP.kaiju.out	0.002785	2543	191394	Deferribacteraceae
BP.kaiju.out	0.00277	2529	2152899	Candidatus Fermentibacteraceae
BP.kaiju.out	0.002744	2506	225059	Thermithiobacillaceae
BP.kaiju.out	0.002685	2452	1963271	Halorubraceae
BP.kaiju.out	0.002649	2419	1644056	Haloferacaceae
BP.kaiju.out	0.00261	2383	1890528	Chroococcidiopsidaceae
BP.kaiju.out	0.002608	2381	2946505	Microvenatoraceae
BP.kaiju.out	0.002593	2368	34064	Francisellaceae
BP.kaiju.out	0.002585	2360	942	Anaplasmataceae
BP.kaiju.out	0.002568	2345	2772533	Luteibaculaceae
BP.kaiju.out	0.002564	2341	2814901	Propylenellaceae
BP.kaiju.out	0.002551	2329	3018741	Cellulosilyticaceae
BP.kaiju.out	0.002461	2247	2900654	Candidatus Geothermincolaceae
BP.kaiju.out	0.00246	2246	2898533	Zooshikellaceae
BP.kaiju.out	0.002454	2241	3029086	Acetomicrobiaceae
BP.kaiju.out	0.002452	2239	2692416	Ktedonosporobacteraceae
BP.kaiju.out	0.002442	2230	2232	Archaeoglobaceae
BP.kaiju.out	0.002436	2224	2071613	Raineyaceae
BP.kaiju.out	0.002402	2193	3031471	Dissulfuribacteraceae
BP.kaiju.out	0.002378	2171	125316	Beutenbergiaceae
BP.kaiju.out	0.002375	2169	2303730	Prochlorotrichaceae
BP.kaiju.out	0.002351	2147	1890431	Chamaesiphonaceae
BP.kaiju.out	0.002348	2144	83763	Succinivibrionaceae
BP.kaiju.out	0.002342	2139	2900672	Candidatus Anoxymicrobiaceae
BP.kaiju.out	0.002337	2134	2024974	Silvanigrellaceae
BP.kaiju.out	0.002287	2088	868	Cardiobacteriaceae
BP.kaiju.out	0.002067	1887	768649	Thermosporotrichaceae
BP.kaiju.out	0.00206	1881	2303507	Oculatellaceae
BP.kaiju.out	0.002058	1879	1868322	Candidatus Thermochlorobacteriaceae
BP.kaiju.out	0.002048	1870	1676650	Limnochordaceae
BP.kaiju.out	0.002041	1864	1903412	Hafniaceae
BP.kaiju.out	0.002029	1853	2831104	Breoghaniaceae
BP.kaiju.out	0.002016	1841	85033	Sporichthyaceae
BP.kaiju.out	0.002013	1838	543347	Clostridiales Family XVI. Incertae Sedis
BP.kaiju.out	0.002008	1834	1903416	Budviciaceae
BP.kaiju.out	0.002006	1832	2056687	Fastidiosibacteraceae
BP.kaiju.out	0.002002	1828	1853234	Persicobacteraceae
BP.kaiju.out	0.001989	1816	2946506	Lujinxingiaceae
BP.kaiju.out	0.001971	1800	2887331	Perlucidibacaceae
BP.kaiju.out	0.001957	1787	2793121	Vallicoccaceae
BP.kaiju.out	0.001955	1785	85029	Dietziaceae
BP.kaiju.out	0.001931	1763	2109261	Abditibacteriaceae
BP.kaiju.out	0.001921	1754	1890430	Coelosphaeriaceae
BP.kaiju.out	0.001904	1739	2183	Methanococcaceae
BP.kaiju.out	0.001904	1739	2562244	Thermotomaculaceae
BP.kaiju.out	0.001873	1710	2864377	Carbonactinosporaceae
BP.kaiju.out	0.001869	1707	541019	Gracilibacteraceae
BP.kaiju.out	0.001868	1706	1617891	Arenicellaceae
BP.kaiju.out	0.001866	1704	3018589	Ignatzschineriaceae
BP.kaiju.out	0.001861	1699	2945021	Calditerrivibrionaceae
BP.kaiju.out	0.001854	1693	1185407	Defluviitaleaceae
BP.kaiju.out	0.001812	1655	320796	Thermoleophilaceae
BP.kaiju.out	0.001789	1634	2812006	Bruguierivoracaceae
BP.kaiju.out	0.001787	1632	3029090	Aminiphilaceae
BP.kaiju.out	0.001785	1630	85028	Tsukamurellaceae
BP.kaiju.out	0.00178	1625	2042895	Gottschalkiaceae
BP.kaiju.out	0.00177	1616	2945022	Flexistipitaceae
BP.kaiju.out	0.001765	1612	2992719	Tepidimicrobiaceae
BP.kaiju.out	0.001759	1606	1969992	Desertifilaceae
BP.kaiju.out	0.001727	1577	539003	Bacillales Family X. Incertae Sedis
BP.kaiju.out	0.001725	1575	2992718	Sporanaerobacteraceae
BP.kaiju.out	0.001707	1559	2937911	Thermincolaceae
BP.kaiju.out	0.001694	1547	2614438	Candidatus Magnetaquicoccaceae
BP.kaiju.out	0.00169	1543	2493628	Minwuiaceae
BP.kaiju.out	0.001679	1533	134627	Verrucomicrobia subdivision 6
BP.kaiju.out	0.001649	1506	1769745	Pseudobacteriovoracaceae
BP.kaiju.out	0.001639	1497	3039169	Calderihabitantaceae
BP.kaiju.out	0.001628	1487	2035710	Thioalkalibacteraceae
BP.kaiju.out	0.001598	1459	1777752	Candidatus Paracaedibacteraceae
BP.kaiju.out	0.001598	1459	3031458	Desulfoplanaceae
BP.kaiju.out	0.001588	1450	267891	Moritellaceae
BP.kaiju.out	0.001585	1447	3024225	Thermospiraceae
BP.kaiju.out	0.001582	1445	2545691	Candidatus Methanollivieraceae
BP.kaiju.out	0.00157	1434	2723775	Lichenihabitantaceae
BP.kaiju.out	0.001566	1430	412447	Criblamydiaceae
BP.kaiju.out	0.001566	1430	2847776	Atribacteraceae
BP.kaiju.out	0.001558	1423	2795691	Nitratiruptoraceae
BP.kaiju.out	0.00154	1406	3023805	Desulfocucumaceae
BP.kaiju.out	0.001519	1387	2963099	Desulfuribacillaceae
BP.kaiju.out	0.001516	1384	292630	Hydrogenimonaceae
BP.kaiju.out	0.001507	1376	1491775	Proteinivoraceae
BP.kaiju.out	0.001498	1368	689704	Rhabdochlamydiaceae
BP.kaiju.out	0.001492	1362	2171986	Candidatus Saccharimonadaceae
BP.kaiju.out	0.001492	1362	2844374	Pseudoxanthobacteraceae
BP.kaiju.out	0.001471	1343	189777	Thermomicrobiaceae
BP.kaiju.out	0.00147	1342	2822331	Segnochrobactraceae
BP.kaiju.out	0.001461	1334	2885754	Candidatus Tiddalikarchaeaceae
BP.kaiju.out	0.001442	1317	3040680	Hoyosellaceae
BP.kaiju.out	0.001425	1301	2748673	Zhaonellaceae
BP.kaiju.out	0.001423	1299	92712	Simkaniaceae
BP.kaiju.out	0.001414	1291	224467	Nautiliaceae
BP.kaiju.out	0.001403	1281	1544800	Rhodothalassiaceae
BP.kaiju.out	0.001388	1267	2815910	Geminocystaceae
BP.kaiju.out	0.001358	1240	1890498	Dermocarpellaceae
BP.kaiju.out	0.00135	1233	196117	Methanocaldococcaceae
BP.kaiju.out	0.001329	1214	2786988	Koleobacteraceae
BP.kaiju.out	0.001325	1210	3016347	Futianiaceae
BP.kaiju.out	0.001324	1209	2712270	Xylanivirgaceae
BP.kaiju.out	0.001317	1203	2944142	Bianqueaceae
BP.kaiju.out	0.001312	1198	2301193	Balneatrichaceae
BP.kaiju.out	0.001275	1164	85022	Jonesiaceae
BP.kaiju.out	0.001271	1161	641876	Elusimicrobiaceae
BP.kaiju.out	0.001264	1154	2212440	Thiofilaceae
BP.kaiju.out	0.001248	1140	1266054	Algiphilaceae
BP.kaiju.out	0.001248	1140	2917697	Salsipaludibacteraceae
BP.kaiju.out	0.00123	1123	1769717	Mesoaciditogaceae
BP.kaiju.out	0.001225	1119	118883	Sulfolobaceae
BP.kaiju.out	0.001223	1117	2829814	Ahrensiaceae
BP.kaiju.out	0.001211	1106	2212439	Thiolinaceae
BP.kaiju.out	0.001158	1057	2815311	Laspinemataceae
BP.kaiju.out	0.00114	1041	2703813	Candidatus Mcinerneyibacteriaceae
BP.kaiju.out	0.001139	1040	622451	Actinopolysporaceae
BP.kaiju.out	0.00112	1023	2717338	Rhabdaerophilaceae
BP.kaiju.out	0.001105	1009	3031927	Govaniaceae
BP.kaiju.out	0.001104	1008	1643685	Borreliaceae
BP.kaiju.out	0.001091	996	1892261	Chlorogloeopsidaceae
BP.kaiju.out	0.001087	993	2267	Thermoproteaceae
BP.kaiju.out	0.001084	990	2810281	Turicibacteraceae
BP.kaiju.out	0.001073	980	1755824	Egicoccaceae
BP.kaiju.out	0.001066	973	2881378	Thermosynechococcaceae
BP.kaiju.out	0.001061	969	1892264	Fortieaceae
BP.kaiju.out	0.001051	960	2272	Desulfurococcaceae
BP.kaiju.out	0.001033	943	693073	Caldisericaceae
BP.kaiju.out	0.001021	932	85032	Acidothermaceae
BP.kaiju.out	0.001014	926	2900657	Candidatus Hydromicrobiaceae
BP.kaiju.out	0.000985	899	2100208	Caedimonadaceae
BP.kaiju.out	0.000963	879	2024981	Notoacmeibacteraceae
BP.kaiju.out	0.000935	854	485255	Natranaerobiaceae
BP.kaiju.out	0.000924	844	1747769	Egibacteraceae
BP.kaiju.out	0.000903	825	2975520	Candidatus Izemoplasmataceae
BP.kaiju.out	0.000888	811	3029089	Thermovirgaceae
BP.kaiju.out	0.000874	798	2131	Spiroplasmataceae
BP.kaiju.out	0.000871	795	2315421	Candidatus Sumerlaeaceae
BP.kaiju.out	0.000865	790	227387	Thermodesulfobiaceae
BP.kaiju.out	0.000854	780	412032	Celerinatantimonadaceae
BP.kaiju.out	0.000837	764	1892255	Gomontiellaceae
BP.kaiju.out	0.000811	741	1890499	Xenococcaceae
BP.kaiju.out	0.000805	735	2717330	Aestuariirhabdaceae
BP.kaiju.out	0.000797	728	2885757	Candidatus Bilamarchaeaceae
BP.kaiju.out	0.000793	724	2941492	Pumilibacteraceae
BP.kaiju.out	0.000792	723	2844881	Zymomonadaceae
BP.kaiju.out	0.000791	722	2807496	Natranaerofabaceae
BP.kaiju.out	0.000787	719	2805401	Antricoccaceae
BP.kaiju.out	0.000785	717	2805426	Kytococcaceae
BP.kaiju.out	0.00077	703	1185	Rivulariaceae
BP.kaiju.out	0.000761	695	2829290	Candidatus Eremiobacteraceae
BP.kaiju.out	0.000748	683	2138247	Coprothermobacteraceae
BP.kaiju.out	0.000746	681	2918833	Petrachlorosaceae
BP.kaiju.out	0.000745	680	2813859	Natronospirillaceae
BP.kaiju.out	0.000745	680	2881384	Thermostichaceae
BP.kaiju.out	0.000744	679	2945020	Mucispirillaceae
BP.kaiju.out	0.000724	661	1827282	Ventosimonadaceae
BP.kaiju.out	0.000719	657	1755828	Ichthyobacteriaceae
BP.kaiju.out	0.000718	656	2917811	Aliterellaceae
BP.kaiju.out	0.000703	642	1955043	Gloeomargaritaceae
BP.kaiju.out	0.000697	636	1890432	Romeriaceae
BP.kaiju.out	0.000694	634	92714	Waddliaceae
BP.kaiju.out	0.000684	625	2934961	Sirenicapillariaceae
BP.kaiju.out	0.000668	610	2944140	Yeguiaceae
BP.kaiju.out	0.000648	592	2814874	Neomegalonemataceae
BP.kaiju.out	0.000641	585	114378	Thermofilaceae
BP.kaiju.out	0.000602	550	1915415	Candidatus Methanomethylicaceae
BP.kaiju.out	0.0006	548	471823	Haloplasmataceae
BP.kaiju.out	0.000589	538	2885742	Candidatus Anstonellaceae
BP.kaiju.out	0.000588	537	1328881	Candidatus Midichloriaceae
BP.kaiju.out	0.000555	507	2795012	Candidatus Fermentimicrarchaeaceae
BP.kaiju.out	0.000555	507	2944141	Feifaniaceae
BP.kaiju.out	0.000546	499	2976354	Natronoarchaeaceae
BP.kaiju.out	0.000534	488	1890482	Entophysalidaceae
BP.kaiju.out	0.000532	486	2508947	Candidatus Borkfalkiaceae
BP.kaiju.out	0.000522	477	44746	Holosporaceae
BP.kaiju.out	0.000507	463	2885739	Candidatus Gugararchaeaceae
BP.kaiju.out	0.000476	435	2873895	Psittacicellaceae
BP.kaiju.out	0.000469	428	1892249	Cyanothecaceae
BP.kaiju.out	0.000462	422	1890497	Hydrococcaceae
BP.kaiju.out	0.000459	419	449732	Litorivicinaceae
BP.kaiju.out	0.000441	403	2885749	Candidatus Burarchaeaceae
BP.kaiju.out	0.000427	390	1963270	Halococcaceae
BP.kaiju.out	0.000425	388	1771359	Thorselliaceae
BP.kaiju.out	0.00041	374	1892258	Symphyonemataceae
BP.kaiju.out	0.000401	366	2202724	Methanonatronarchaeaceae
BP.kaiju.out	0.000399	364	3031654	Candidatus Adiutricaceae
BP.kaiju.out	0.00038	347	2930104	Deferrivibrionaceae
BP.kaiju.out	0.000378	345	145359	Rarobacteraceae
BP.kaiju.out	0.00037	338	2895623	Metamycoplasmataceae
BP.kaiju.out	0.000364	332	316606	Segniliparaceae
BP.kaiju.out	0.000362	331	2307	Pyrodictiaceae
BP.kaiju.out	0.000361	330	2856854	Ostreibacteriaceae
BP.kaiju.out	0.000352	321	1100104	Brevinemataceae
BP.kaiju.out	0.000334	305	186333	Anaeroplasmataceae
BP.kaiju.out	0.000322	294	2978049	Candidatus Wolframiiraptoraceae
BP.kaiju.out	0.0003	274	33925	Entomoplasmataceae
BP.kaiju.out	0.000283	258	90142	Ferroplasmaceae
BP.kaiju.out	0.00028	256	1968910	Candidatus Nitrosocaldaceae
BP.kaiju.out	0.000279	255	2802693	Candidatus Limnocylindraceae
BP.kaiju.out	0.000252	230	2517203	Candidatus Methanomethylophilaceae
BP.kaiju.out	0.000252	230	2787155	Culicoidibacteraceae
BP.kaiju.out	0.000247	226	685949	Fervidicoccaceae
BP.kaiju.out	0.000247	226	2093822	Candidatus Nanosynbacteraceae
BP.kaiju.out	0.000246	225	2066485	Iodidimonadaceae
BP.kaiju.out	0.000245	224	2545690	Candidatus Methanoliparaceae
BP.kaiju.out	0.00024	219	46659	Thermoplasmataceae
BP.kaiju.out	0.000239	218	2178	Methanothermaceae
BP.kaiju.out	0.00021	192	255472	Caldisphaeraceae
BP.kaiju.out	0.000203	185	2171994	Candidatus Nanosyncoccacae
BP.kaiju.out	0.000203	185	2885745	Candidatus Norongarragalinaceae
BP.kaiju.out	0.000174	159	183713	Methanopyraceae
BP.kaiju.out	0.000168	153	2992717	Acidilutibacteraceae
BP.kaiju.out	0.00016	146	871007	Acidilobaceae
BP.kaiju.out	0.000153	140	2171990	Candidatus Nanogingivalaceae
BP.kaiju.out	0.000149	136	2975285	Candidatus Comchoanobacteraceae
BP.kaiju.out	0.000138	126	2805586	Lawsonellaceae
BP.kaiju.out	0.000135	123	2982588	Candidatus Methanospirareceae
BP.kaiju.out	0.00013	119	538998	Pasteuriaceae
BP.kaiju.out	0.000128	117	2953756	Candidatus Chromulinivoraceae
BP.kaiju.out	0.000125	114	2798276	Conexivisphaeraceae
BP.kaiju.out	0.000124	113	2790998	Mycoplasmoidaceae
BP.kaiju.out	0.000123	112	2603433	Candidatus Deianiraeaceae
BP.kaiju.out	0.000112	102	46630	Picrophilaceae
BP.kaiju.out	0.00011	100	2497645	Candidatus Babeliaceae
BP.kaiju.out	0.000108	99	2900569	Candidatus Absconditicoccaceae
BP.kaiju.out	0.000106	97	1692504	Candidatus Clavichlamydiaceae
BP.kaiju.out	0.000106	97	2171987	Candidatus Nanoperiomorbaceae
BP.kaiju.out	0.000093	85	1293609	Candidatus Parilichlamydiaceae
BP.kaiju.out	0.000092	84	2885735	Candidatus Micrarchaeaceae
BP.kaiju.out	0.000091	83	2715733	Candidatus Chazhemtobacteraceae
BP.kaiju.out	0.000088	80	1902584	Candidatus Desulfofervidaceae
BP.kaiju.out	0.00008	73	3029085	Aminithiophilaceae
BP.kaiju.out	0.000077	70	205957	Cenarchaeaceae
BP.kaiju.out	0.000077	70	1389452	Candidatus Actinomarinaceae
BP.kaiju.out	0.000076	69	1890942	Nanopusillaceae
BP.kaiju.out	0.000065	59	3035922	Halorutilaceae
BP.kaiju.out	0.000057	52	2805591	Tropherymataceae
BP.kaiju.out	0.000055	50	1747776	Cuniculiplasmataceae
BP.kaiju.out	0.000053	48	651809	Phaselicystidaceae
BP.kaiju.out	0.000047	43	1890941	Nanoarchaeaceae
BP.kaiju.out	0.000032	29	660062	Methermicoccaceae
BP.kaiju.out	0.000027	25	2974823	Nanobdellaceae
BP.kaiju.out	0.000019	17	2856054	Candidatus Nanohalobiaceae
BP.kaiju.out	0.000014	13	2599196	Candidatus Thalassarchaeaceae
BP.kaiju.out	0.000012	11	1213	Prochloraceae
BP.kaiju.out	0.00001	9	2599197	Candidatus Poseidoniaceae
BP.kaiju.out	0.000007	6	213122	Desulfoarculaceae
BP.kaiju.out	0.000002	2	2507943	Heteroscytonemataceae
BP.kaiju.out	0.000002	2	2904606	Desulfofabaceae
BP.kaiju.out	0.000001	1	1890440	Schizotrichaceae
BP.kaiju.out	0.222578	203244	10239	Viruses
BP.kaiju.out	55.742168	50900122	NA	cannot be assigned to a (non-viral) family
BP.kaiju.out	57.144636	121760160	NA	unclassified
