file	percent	reads	taxon_id	taxon_name
BP.kaiju.out	0.004642	4239	382513	Telmatospirillum
BP.kaiju.out	0.004623	4221	2682228	Tepidiforma
BP.kaiju.out	0.004621	4220	2045060	Methyloterricola
BP.kaiju.out	0.004619	4218	2680022	Deminuibacter
BP.kaiju.out	0.004604	4204	44258	Caloramator
BP.kaiju.out	0.004603	4203	235888	Salinibacterium
BP.kaiju.out	0.004600	4200	2730923	Roseicella
BP.kaiju.out	0.004598	4199	267986	Owenweeksia
BP.kaiju.out	0.004580	4182	1664383	Pseudarcicella
BP.kaiju.out	0.004578	4180	361607	Patulibacter
BP.kaiju.out	0.004574	4177	41949	Candidatus Microthrix
BP.kaiju.out	0.004570	4173	258255	Pseudovibrio
BP.kaiju.out	0.004560	4164	572511	Blautia
BP.kaiju.out	0.004521	4128	2819281	Acidiluteibacter
BP.kaiju.out	0.004517	4125	33071	Gloeobacter
BP.kaiju.out	0.004516	4124	547	Enterobacter
BP.kaiju.out	0.004512	4120	574892	Kriegella
BP.kaiju.out	0.004506	4115	762641	Muriicola
BP.kaiju.out	0.004503	4112	2918887	Pleomorphovibrio
BP.kaiju.out	0.004498	4107	1221209	Methylomarinum
BP.kaiju.out	0.004497	4106	2147	Acholeplasma
BP.kaiju.out	0.004485	4095	1099	Pelodictyon
BP.kaiju.out	0.004485	4095	44011	Ferrimonas
BP.kaiju.out	0.004467	4079	1635148	Sanguibacteroides
BP.kaiju.out	0.004458	4071	283785	Bizionia
BP.kaiju.out	0.004447	4061	2005	Microbispora
BP.kaiju.out	0.004444	4058	133193	Alkalilimnicola
BP.kaiju.out	0.004441	4055	2770110	Xanthovirga
BP.kaiju.out	0.004434	4049	55968	Leucobacter
BP.kaiju.out	0.004431	4046	2233801	Ahniella
BP.kaiju.out	0.004429	4044	2884610	Gallalistipes
BP.kaiju.out	0.004425	4041	1386924	Aestuariibaculum
BP.kaiju.out	0.004422	4038	40544	Sutterella
BP.kaiju.out	0.004422	4038	2794998	Maridesulfovibrio
BP.kaiju.out	0.004414	4031	179	Leptospirillum
BP.kaiju.out	0.004414	4031	321315	Sphaerisporangium
BP.kaiju.out	0.004402	4020	1775468	Silvibacterium
BP.kaiju.out	0.004395	4013	3039694	Candidatus Auribacter
BP.kaiju.out	0.004385	4004	188905	Jannaschia
BP.kaiju.out	0.004373	3993	2026349	Enterovirga
BP.kaiju.out	0.004373	3993	2582840	Desulfocurvibacter
BP.kaiju.out	0.004372	3992	67572	Psychromonas
BP.kaiju.out	0.004370	3990	2335	Thermotoga
BP.kaiju.out	0.004363	3984	1434021	Motilibacter
BP.kaiju.out	0.004362	3983	810	Chlamydia
BP.kaiju.out	0.004353	3975	241192	Thermodesulfatator
BP.kaiju.out	0.004343	3966	359336	Castellaniella
BP.kaiju.out	0.004342	3965	1518147	Wenyingzhuangia
BP.kaiju.out	0.004339	3962	57493	Kocuria
BP.kaiju.out	0.004338	3961	626	Xenorhabdus
BP.kaiju.out	0.004331	3955	2175957	Ruficoccus
BP.kaiju.out	0.004319	3944	33981	Kineococcus
BP.kaiju.out	0.004303	3929	1783488	Phytoactinopolyspora
BP.kaiju.out	0.004294	3921	1649482	Pseudopedobacter
BP.kaiju.out	0.004271	3900	468938	Cerasicoccus
BP.kaiju.out	0.004271	3900	3024544	Paracrocinitomix
BP.kaiju.out	0.004270	3899	243627	Hydrocarboniphaga
BP.kaiju.out	0.004268	3897	1154	Spirulina
BP.kaiju.out	0.004267	3896	1184396	Mesotoga
BP.kaiju.out	0.004240	3872	471826	Candidatus Desulforudis
BP.kaiju.out	0.004226	3859	203470	Tepidiphilus
BP.kaiju.out	0.004224	3857	58113	Glycomyces
BP.kaiju.out	0.004213	3847	990721	Christensenella
BP.kaiju.out	0.004207	3842	1696	Brevibacterium
BP.kaiju.out	0.004205	3840	1283313	Alloprevotella
BP.kaiju.out	0.004203	3838	43668	Brachybacterium
BP.kaiju.out	0.004203	3838	715222	Caldicoprobacter
BP.kaiju.out	0.004181	3818	34067	Cycloclasticus
BP.kaiju.out	0.004175	3812	1434010	Jatrophihabitans
BP.kaiju.out	0.004146	3786	863253	Marinicella
BP.kaiju.out	0.004143	3783	2900668	Candidatus Aquicultor
BP.kaiju.out	0.004142	3782	332162	Candidatus Solibacter
BP.kaiju.out	0.004132	3773	29548	Rhodothermus
BP.kaiju.out	0.004131	3772	1649512	Vulcaniibacterium
BP.kaiju.out	0.004130	3771	2714737	Alienimonas
BP.kaiju.out	0.004112	3755	109262	Halothiobacillus
BP.kaiju.out	0.004088	3733	155977	Acaryochloris
BP.kaiju.out	0.004087	3732	1070	Rhodopila
BP.kaiju.out	0.004087	3732	986106	Acidiferrobacter
BP.kaiju.out	0.004083	3728	2004661	Hyphobacterium
BP.kaiju.out	0.004077	3723	2831443	Heliomicrobium
BP.kaiju.out	0.004073	3719	1203	Scytonema
BP.kaiju.out	0.004059	3706	256616	Parvibaculum
BP.kaiju.out	0.004052	3700	2866728	Reticulibacter
BP.kaiju.out	0.004048	3696	61653	Methylopila
BP.kaiju.out	0.004048	3696	180541	Salinisphaera
BP.kaiju.out	0.004039	3688	659693	Oceanibaculum
BP.kaiju.out	0.004038	3687	1543705	Nitrospirillum
BP.kaiju.out	0.004026	3676	2039723	Thiomicrorhabdus
BP.kaiju.out	0.004021	3672	291183	Lacinutrix
BP.kaiju.out	0.004021	3672	2750082	Candidatus Stahlbacteria
BP.kaiju.out	0.004017	3668	2077	Sporolactobacillus
BP.kaiju.out	0.004015	3666	1679002	Candidatus Methylopumilus
BP.kaiju.out	0.004011	3663	2058169	Vicingus
BP.kaiju.out	0.004008	3660	119044	Filomicrobium
BP.kaiju.out	0.004005	3657	551	Erwinia
BP.kaiju.out	0.003999	3652	29521	Brachyspira
BP.kaiju.out	0.003997	3650	158481	Hahella
BP.kaiju.out	0.003995	3648	293088	Martelella
BP.kaiju.out	0.003985	3639	85108	Halorhodospira
BP.kaiju.out	0.003975	3630	146918	Salinibacter
BP.kaiju.out	0.003967	3622	437506	Robiginitomaculum
BP.kaiju.out	0.003960	3616	190972	Sedimentibacter
BP.kaiju.out	0.003960	3616	444459	Flagellimonas
BP.kaiju.out	0.003960	3616	2024958	Alkalispirochaeta
BP.kaiju.out	0.003957	3613	53634	Acidimicrobium
BP.kaiju.out	0.003952	3609	1611681	Mucinivorans
BP.kaiju.out	0.003951	3608	643951	Pelagibius
BP.kaiju.out	0.003944	3601	1077265	Chthonomonas
BP.kaiju.out	0.003936	3594	195964	Asanoa
BP.kaiju.out	0.003935	3593	425	Methylosinus
BP.kaiju.out	0.003935	3593	1649468	Melaminivora
BP.kaiju.out	0.003927	3586	2910983	Humidesulfovibrio
BP.kaiju.out	0.003926	3585	2703944	Pararcticibacter
BP.kaiju.out	0.003922	3581	1524249	Pseudohongiella
BP.kaiju.out	0.003905	3566	45402	Aquabacter
BP.kaiju.out	0.003904	3565	1218803	Metallibacterium
BP.kaiju.out	0.003899	3560	526215	Thalassobaculum
BP.kaiju.out	0.003896	3558	512381	Acidisoma
BP.kaiju.out	0.003889	3551	44000	Caldicellulosiruptor
BP.kaiju.out	0.003888	3550	2674996	Tellurirhabdus
BP.kaiju.out	0.003869	3533	228398	Streptacidiphilus
BP.kaiju.out	0.003868	3532	77674	Paracraurococcus
BP.kaiju.out	0.003868	3532	336827	Rhodonellum
BP.kaiju.out	0.003860	3525	1348911	Coprobacter
BP.kaiju.out	0.003856	3521	2918463	Oceanipulchritudo
BP.kaiju.out	0.003854	3519	590	Salmonella
BP.kaiju.out	0.003844	3510	69278	Aquamicrobium
BP.kaiju.out	0.003843	3509	85043	Williamsia
BP.kaiju.out	0.003843	3509	2795774	Polystyrenella
BP.kaiju.out	0.003836	3503	2314	Methanoplanus
BP.kaiju.out	0.003834	3501	1903173	Pelobium
BP.kaiju.out	0.003831	3498	1918540	Muribaculum
BP.kaiju.out	0.003814	3483	1921511	Candidatus Udaeobacter
BP.kaiju.out	0.003808	3477	2874214	Terrihabitans
BP.kaiju.out	0.003807	3476	1190	Fischerella
BP.kaiju.out	0.003807	3476	1486725	Anaerobacterium
BP.kaiju.out	0.003806	3475	1945896	Vitiosangium
BP.kaiju.out	0.003804	3474	2747271	Calidithermus
BP.kaiju.out	0.003803	3473	2840454	Candidatus Formimonas
BP.kaiju.out	0.003802	3472	455358	Balneola
BP.kaiju.out	0.003799	3469	1265689	Nafulsella
BP.kaiju.out	0.003790	3461	65502	Cryptosporangium
BP.kaiju.out	0.003781	3453	1918951	Methylotetracoccus
BP.kaiju.out	0.003773	3445	499228	Tepidanaerobacter
BP.kaiju.out	0.003765	3438	183669	Macromonas
BP.kaiju.out	0.003765	3438	1486726	Pseudobacteroides
BP.kaiju.out	0.003760	3433	2886866	Sinanaerobacter
BP.kaiju.out	0.003758	3432	6	Azorhizobium
BP.kaiju.out	0.003754	3428	2034	Curtobacterium
BP.kaiju.out	0.003748	3422	1652133	Halobacteriovorax
BP.kaiju.out	0.003743	3418	2018671	Imhoffiella
BP.kaiju.out	0.003732	3408	88358	Thermodesulforhabdus
BP.kaiju.out	0.003720	3397	360239	Tepidicella
BP.kaiju.out	0.003720	3397	1980038	Millionella
BP.kaiju.out	0.003717	3394	34098	Blattabacterium
BP.kaiju.out	0.003717	3394	2304693	Pseudoclostridium
BP.kaiju.out	0.003709	3387	596499	Nitriliruptor
BP.kaiju.out	0.003709	3387	2034765	Massilibacteroides
BP.kaiju.out	0.003700	3379	432330	Tumebacillus
BP.kaiju.out	0.003698	3377	1775292	Motiliproteus
BP.kaiju.out	0.003693	3372	1017280	Pseudoflavonifractor
BP.kaiju.out	0.003687	3367	90372	Thiomargarita
BP.kaiju.out	0.003671	3352	83764	Formivibrio
BP.kaiju.out	0.003670	3351	1921582	Orrella
BP.kaiju.out	0.003659	3341	585890	Chitiniphilus
BP.kaiju.out	0.003659	3341	1231242	Ferrovibrio
BP.kaiju.out	0.003654	3337	55079	Aneurinibacillus
BP.kaiju.out	0.003654	3337	86671	Roseospira
BP.kaiju.out	0.003654	3337	172900	Victivallis
BP.kaiju.out	0.003645	3328	290425	Advenella
BP.kaiju.out	0.003636	3320	1156568	Methylovirgula
BP.kaiju.out	0.003618	3304	857334	Candidatus Dactylopiibacterium
BP.kaiju.out	0.003617	3303	2204	Methanomicrobium
BP.kaiju.out	0.003613	3299	400634	Lysinibacillus
BP.kaiju.out	0.003612	3298	49277	Psychroserpens
BP.kaiju.out	0.003606	3293	670516	Mycobacteroides
BP.kaiju.out	0.003605	3292	182709	Oceanobacillus
BP.kaiju.out	0.003604	3291	2263	Thermococcus
BP.kaiju.out	0.003604	3291	2752474	Acidiferrimicrobium
BP.kaiju.out	0.003603	3290	1612611	Pararhizobium
BP.kaiju.out	0.003602	3289	2679998	Arundinibacter
BP.kaiju.out	0.003601	3288	2905722	Oceanidesulfovibrio
BP.kaiju.out	0.003600	3287	1903336	Balneicella
BP.kaiju.out	0.003593	3281	2709666	Pseudolysobacter
BP.kaiju.out	0.003589	3277	1808977	Candidatus Methylospira
BP.kaiju.out	0.003583	3272	643217	Afifella
BP.kaiju.out	0.003556	3247	2433	Roseobacter
BP.kaiju.out	0.003552	3243	2997386	Parvivirga
BP.kaiju.out	0.003545	3237	28033	Sulfobacillus
BP.kaiju.out	0.003532	3225	444599	Hansschlegelia
BP.kaiju.out	0.003531	3224	1000999	Acidipila
BP.kaiju.out	0.003526	3220	379074	Sediminitomix
BP.kaiju.out	0.003526	3220	2705466	Lacisediminimonas
BP.kaiju.out	0.003525	3219	2975260	Parvicella
BP.kaiju.out	0.003524	3218	2058174	Antarcticibacterium
BP.kaiju.out	0.003513	3208	44937	Achromatium
BP.kaiju.out	0.003513	3208	655352	Cohaesibacter
BP.kaiju.out	0.003511	3206	841	Roseburia
BP.kaiju.out	0.003509	3204	427925	Dethiobacter
BP.kaiju.out	0.003501	3197	1073531	Mycolicibacter
BP.kaiju.out	0.003498	3194	230666	Chitinibacter
BP.kaiju.out	0.003490	3187	885864	Jeongeupia
BP.kaiju.out	0.003488	3185	120652	Methylocella
BP.kaiju.out	0.003485	3182	261963	Kangiella
BP.kaiju.out	0.003481	3179	196080	Terasakiella
BP.kaiju.out	0.003480	3178	1835332	Verticiella
BP.kaiju.out	0.003479	3177	1644102	Flavicella
BP.kaiju.out	0.003468	3167	1184606	Austwickia
BP.kaiju.out	0.003463	3162	267849	Nitrincola
BP.kaiju.out	0.003462	3161	2675233	Metabacillus
BP.kaiju.out	0.003460	3159	2675229	Peribacillus
BP.kaiju.out	0.003457	3157	2782229	Epilithonimonas
BP.kaiju.out	0.003456	3156	1408194	Endomicrobium
BP.kaiju.out	0.003449	3149	907364	Phytohabitans
BP.kaiju.out	0.003441	3142	28194	Thermonema
BP.kaiju.out	0.003423	3126	141450	Oleiphilus
BP.kaiju.out	0.003423	3126	444513	Salibacter
BP.kaiju.out	0.003418	3121	881616	Herbiconiux
BP.kaiju.out	0.003418	3121	1005722	Phormidesmis
BP.kaiju.out	0.003408	3112	908623	Euzebya
BP.kaiju.out	0.003404	3108	2986344	Parachryseolinea
BP.kaiju.out	0.003401	3106	223927	Oxalicibacterium
BP.kaiju.out	0.003398	3103	1775688	Jiella
BP.kaiju.out	0.003388	3094	101	Flectobacillus
BP.kaiju.out	0.003381	3087	43356	Kutzneria
BP.kaiju.out	0.003376	3083	2950425	Rhodoflexus
BP.kaiju.out	0.003366	3074	2886876	Pararhodonellum
BP.kaiju.out	0.003362	3070	326319	Dokdonia
BP.kaiju.out	0.003358	3066	2974257	Hoylesella
BP.kaiju.out	0.003355	3064	501783	Cloacibacterium
BP.kaiju.out	0.003349	3058	53387	Friedmanniella
BP.kaiju.out	0.003335	3045	773	Bartonella
BP.kaiju.out	0.003334	3044	1679449	Pseudooceanicola
BP.kaiju.out	0.003332	3043	2192	Methanocorpusculum
BP.kaiju.out	0.003330	3041	561555	Zhouia
BP.kaiju.out	0.003324	3035	2995702	Actinacidiphila
BP.kaiju.out	0.003318	3030	1934947	Immundisolibacter
BP.kaiju.out	0.003316	3028	162491	Oerskovia
BP.kaiju.out	0.003300	3013	216851	Faecalibacterium
BP.kaiju.out	0.003296	3010	2041181	Caldovatus
BP.kaiju.out	0.003291	3005	204446	Zavarzinia
BP.kaiju.out	0.003283	2998	2828366	Caldichromatium
BP.kaiju.out	0.003279	2994	2915177	Sulfidibacter
BP.kaiju.out	0.003277	2992	162289	Peptoniphilus
BP.kaiju.out	0.003277	2992	2590666	Gynurincola
BP.kaiju.out	0.003274	2990	2676781	Aquisediminimonas
BP.kaiju.out	0.003274	2990	2951993	Alloacidobacterium
BP.kaiju.out	0.003270	2986	2718863	Pararobbsia
BP.kaiju.out	0.003253	2970	407217	Aquitalea
BP.kaiju.out	0.003251	2969	451373	Rudanella
BP.kaiju.out	0.003251	2969	1546255	Mumia
BP.kaiju.out	0.003249	2967	1594166	Oricola
BP.kaiju.out	0.003249	2967	2767073	Trebonia
BP.kaiju.out	0.003247	2965	906	Megasphaera
BP.kaiju.out	0.003237	2956	1505231	Chitinivibrio
BP.kaiju.out	0.003224	2944	208215	Parvularcula
BP.kaiju.out	0.003221	2941	81894	Prosthecomicrobium
BP.kaiju.out	0.003220	2940	2225	Methanococcoides
BP.kaiju.out	0.003212	2933	127	Isosphaera
BP.kaiju.out	0.003210	2931	1081	Rhodospirillum
BP.kaiju.out	0.003209	2930	450526	Trichocoleus
BP.kaiju.out	0.003196	2918	282132	Candidatus Protochlamydia
BP.kaiju.out	0.003194	2917	2800373	Priestia
BP.kaiju.out	0.003187	2910	651660	Paenisporosarcina
BP.kaiju.out	0.003182	2906	417293	Lentimonas
BP.kaiju.out	0.003179	2903	162171	Magnetococcus
BP.kaiju.out	0.003179	2903	359337	Marinimicrobium
BP.kaiju.out	0.003174	2898	100715	Chloroherpeton
BP.kaiju.out	0.003164	2889	862261	Caldanaerobius
BP.kaiju.out	0.003161	2886	1448928	Candidatus Fervidibacter
BP.kaiju.out	0.003156	2882	237444	Ulvibacter
BP.kaiju.out	0.003153	2879	168470	Laribacter
BP.kaiju.out	0.003152	2878	2905128	Pseudomarimonas
BP.kaiju.out	0.003148	2875	1295378	Methylogaea
BP.kaiju.out	0.003147	2874	90974	Acrocarpospora
BP.kaiju.out	0.003142	2869	45247	Leucothrix
BP.kaiju.out	0.003138	2865	252965	Mahella
BP.kaiju.out	0.003133	2861	1434034	Pricia
BP.kaiju.out	0.003130	2858	695999	Actinophytocola
BP.kaiju.out	0.003121	2850	1084558	Oceanicoccus
BP.kaiju.out	0.003117	2846	1431823	Candidatus Omnitrophus
BP.kaiju.out	0.003112	2842	75687	Neptunomonas
BP.kaiju.out	0.003107	2837	2582836	Desulfohalovibrio
BP.kaiju.out	0.003106	2836	629	Yersinia
BP.kaiju.out	0.003106	2836	2282523	Methylorubrum
BP.kaiju.out	0.003105	2835	65402	Acidaminobacter
BP.kaiju.out	0.003093	2824	2490452	Serpentinimonas
BP.kaiju.out	0.003092	2823	2867376	Desulfoscipio
BP.kaiju.out	0.003084	2816	74385	Gracilibacillus
BP.kaiju.out	0.003077	2810	254250	Isoptericola
BP.kaiju.out	0.003076	2809	1794910	Anaerosporomusa
BP.kaiju.out	0.003072	2805	1789690	Flaviaesturariibacter
BP.kaiju.out	0.003069	2802	2034504	Sulfurivermis
BP.kaiju.out	0.003063	2797	453849	Henriciella
BP.kaiju.out	0.003062	2796	768669	Thermogemmatispora
BP.kaiju.out	0.003062	2796	2608728	Acidisarcina
BP.kaiju.out	0.003053	2788	45667	Halobacillus
BP.kaiju.out	0.003052	2787	2758920	Paraconexibacter
BP.kaiju.out	0.003051	2786	2675234	Alkalihalobacillus
BP.kaiju.out	0.003049	2784	1784836	Fermentimonas
BP.kaiju.out	0.003046	2781	599652	Tropicimonas
BP.kaiju.out	0.003034	2770	191767	Plesiocystis
BP.kaiju.out	0.003034	2770	2914032	Candidatus Magnetominusculus
BP.kaiju.out	0.003028	2765	1637	Listeria
BP.kaiju.out	0.003028	2765	230494	Reinekea
BP.kaiju.out	0.003027	2764	198705	Lampropedia
BP.kaiju.out	0.003024	2761	187	Aquaspirillum
BP.kaiju.out	0.003018	2756	2019482	Brevefilum
BP.kaiju.out	0.003017	2755	2173039	Arcticibacterium
BP.kaiju.out	0.003017	2755	2250122	Candidatus Bipolaricaulis
BP.kaiju.out	0.003015	2753	1436289	Candidatus Symbiobacter
BP.kaiju.out	0.003015	2753	2951107	Leadbettera
BP.kaiju.out	0.003014	2752	2714751	Lichenibacterium
BP.kaiju.out	0.003013	2751	2918917	Poritiphilus
BP.kaiju.out	0.003003	2742	577309	Paraprevotella
BP.kaiju.out	0.003002	2741	34084	Riemerella
BP.kaiju.out	0.003002	2741	57039	Malonomonas
BP.kaiju.out	0.003001	2740	1080193	Hyunsoonleella
BP.kaiju.out	0.003001	2740	2997385	Anaerosoma
BP.kaiju.out	0.002998	2738	2800384	Pseudidiomarina
BP.kaiju.out	0.002996	2736	263377	Salipiger
BP.kaiju.out	0.002993	2733	28219	Brachymonas
BP.kaiju.out	0.002993	2733	1064513	Lamprobacter
BP.kaiju.out	0.002993	2733	2913513	Pelovirga
BP.kaiju.out	0.002986	2727	2867377	Desulfotruncus
BP.kaiju.out	0.002984	2725	41273	Tissierella
BP.kaiju.out	0.002984	2725	135575	Idiomarina
BP.kaiju.out	0.002981	2722	381430	Panacagrimonas
BP.kaiju.out	0.002980	2721	293136	Desulfitibacter
BP.kaiju.out	0.002980	2721	1914229	Aliidongia
BP.kaiju.out	0.002977	2718	13	Dictyoglomus
BP.kaiju.out	0.002972	2714	100883	Coprobacillus
BP.kaiju.out	0.002971	2713	3040949	Candidatus Litorirhabdus
BP.kaiju.out	0.002968	2710	507	Alcaligenes
BP.kaiju.out	0.002968	2710	1155738	Moorena
BP.kaiju.out	0.002965	2707	1649486	Rhizorhabdus
BP.kaiju.out	0.002963	2706	2808942	Fluviibacter
BP.kaiju.out	0.002960	2703	404432	Salinicola
BP.kaiju.out	0.002952	2696	267408	Arsenicicoccus
BP.kaiju.out	0.002948	2692	2029	Kibdelosporangium
BP.kaiju.out	0.002947	2691	1759371	Inmirania
BP.kaiju.out	0.002945	2689	1649503	Terrimicrobium
BP.kaiju.out	0.002943	2687	1890298	Haoranjiania
BP.kaiju.out	0.002940	2685	2858886	Mangrovivirga
BP.kaiju.out	0.002932	2677	112902	Propionispora
BP.kaiju.out	0.002922	2668	2056	Sphaerobacter
BP.kaiju.out	0.002921	2667	1643958	Roseiarcus
BP.kaiju.out	0.002908	2655	59734	Empedobacter
BP.kaiju.out	0.002900	2648	2800679	Altericroceibacterium
BP.kaiju.out	0.002894	2643	1813600	Candidatus Tenderia
BP.kaiju.out	0.002893	2642	1543704	Niveispirillum
BP.kaiju.out	0.002892	2641	300264	Silvimonas
BP.kaiju.out	0.002891	2640	2897349	Candidatus Uabimicrobium
BP.kaiju.out	0.002888	2637	651456	Kosmotoga
BP.kaiju.out	0.002886	2635	1740	Thermodesulfobacterium
BP.kaiju.out	0.002886	2635	1920241	Aliikangiella
BP.kaiju.out	0.002874	2624	2175	Methanohalophilus
BP.kaiju.out	0.002873	2623	202949	Thermanaeromonas
BP.kaiju.out	0.002868	2619	142577	Prauserella
BP.kaiju.out	0.002866	2617	230355	Methanolacinia
BP.kaiju.out	0.002860	2612	1023	Microscilla
BP.kaiju.out	0.002848	2601	2498454	Lucifera
BP.kaiju.out	0.002845	2598	212111	Thiospirillum
BP.kaiju.out	0.002844	2597	1321364	Tistlia
BP.kaiju.out	0.002844	2597	2795776	Calycomorphotria
BP.kaiju.out	0.002843	2596	2891323	Pseudazoarcus
BP.kaiju.out	0.002841	2594	263066	Malikia
BP.kaiju.out	0.002840	2593	1743	Propionibacterium
BP.kaiju.out	0.002836	2590	1616789	Salinispira
BP.kaiju.out	0.002834	2588	109326	Anaerovorax
BP.kaiju.out	0.002833	2587	1511649	Mongoliitalea
BP.kaiju.out	0.002832	2586	414878	Catenulispora
BP.kaiju.out	0.002832	2586	667112	Lutispora
BP.kaiju.out	0.002830	2584	2946607	Neotabrizicola
BP.kaiju.out	0.002827	2581	1840207	Dissulfurirhabdus
BP.kaiju.out	0.002824	2579	1851	Saccharomonospora
BP.kaiju.out	0.002822	2577	397268	Thiohalomonas
BP.kaiju.out	0.002817	2572	390876	Nisaea
BP.kaiju.out	0.002812	2568	2762352	Albibacterium
BP.kaiju.out	0.002809	2565	231683	Saccharospirillum
BP.kaiju.out	0.002808	2564	117999	Denitrovibrio
BP.kaiju.out	0.002794	2551	245186	Loktanella
BP.kaiju.out	0.002789	2547	1237104	Litoribacter
BP.kaiju.out	0.002789	2547	1249554	Aliidiomarina
BP.kaiju.out	0.002789	2547	1649642	Oleiagrimonas
BP.kaiju.out	0.002786	2544	2872156	Methyloradius
BP.kaiju.out	0.002785	2543	1649459	Hungatella
BP.kaiju.out	0.002784	2542	2766927	Persicimonas
BP.kaiju.out	0.002776	2535	1768185	Terracidiphilus
BP.kaiju.out	0.002772	2531	1911549	Raineyella
BP.kaiju.out	0.002770	2529	655184	Candidatus Thioglobus
BP.kaiju.out	0.002770	2529	2152900	Candidatus Fermentibacter
BP.kaiju.out	0.002768	2528	29465	Veillonella
BP.kaiju.out	0.002764	2524	1572763	Moheibacter
BP.kaiju.out	0.002761	2521	475	Moraxella
BP.kaiju.out	0.002756	2517	1541670	Methylacidimicrobium
BP.kaiju.out	0.002750	2511	37817	Desulfuromusa
BP.kaiju.out	0.002748	2509	274470	Alkalibacter
BP.kaiju.out	0.002748	2509	1926253	Chthonobacter
BP.kaiju.out	0.002745	2507	1097465	Pararhodobacter
BP.kaiju.out	0.002744	2506	119979	Thermithiobacillus
BP.kaiju.out	0.002744	2506	332248	Truepera
BP.kaiju.out	0.002738	2500	414051	Caenispirillum
BP.kaiju.out	0.002738	2500	1324129	Pseudenhygromyxa
BP.kaiju.out	0.002727	2490	2019	Thermomonospora
BP.kaiju.out	0.002726	2489	573139	Shimia
BP.kaiju.out	0.002725	2488	244127	Anaerotruncus
BP.kaiju.out	0.002725	2488	2910985	Paucidesulfovibrio
BP.kaiju.out	0.002721	2485	459786	Oscillibacter
BP.kaiju.out	0.002715	2479	206664	Desulfonauticus
BP.kaiju.out	0.002714	2478	1742990	Paeniglutamicibacter
BP.kaiju.out	0.002710	2475	1617886	Thiogranum
BP.kaiju.out	0.002709	2474	150203	Blastomonas
BP.kaiju.out	0.002709	2474	389486	Sediminicola
BP.kaiju.out	0.002709	2474	2975149	Marinilongibacter
BP.kaiju.out	0.002704	2469	2174441	Marinicaulis
BP.kaiju.out	0.002703	2468	999506	Pseudofulvimonas
BP.kaiju.out	0.002701	2466	1705353	Aurantimicrobium
BP.kaiju.out	0.002699	2465	85073	Thermochromatium
BP.kaiju.out	0.002696	2462	2820419	Fertoeibacter
BP.kaiju.out	0.002695	2461	2593013	Candidatus Syntrophosphaera
BP.kaiju.out	0.002682	2449	2665910	Ulvibacterium
BP.kaiju.out	0.002678	2445	511745	Methylacidiphilum
BP.kaiju.out	0.002675	2443	171436	Tistrella
BP.kaiju.out	0.002651	2421	667113	Actinoallomurus
BP.kaiju.out	0.002651	2421	2883109	Sandaracinobacteroides
BP.kaiju.out	0.002650	2420	82802	Trichococcus
BP.kaiju.out	0.002649	2419	1433990	Aureivirga
BP.kaiju.out	0.002647	2417	57494	Nesterenkonia
BP.kaiju.out	0.002645	2415	59195	Rickettsiella
BP.kaiju.out	0.002637	2408	1206748	Nitrolancea
BP.kaiju.out	0.002632	2403	388745	Puniceicoccus
BP.kaiju.out	0.002630	2402	940550	Gilvimarinus
BP.kaiju.out	0.002629	2401	48728	Rhabdochromatium
BP.kaiju.out	0.002627	2399	33886	Rathayibacter
BP.kaiju.out	0.002624	2396	488937	Desulfonatronospira
BP.kaiju.out	0.002612	2385	292713	Silanimonas
BP.kaiju.out	0.002610	2383	54298	Chroococcidiopsis
BP.kaiju.out	0.002608	2381	2946507	Microvenator
BP.kaiju.out	0.002605	2379	214904	Tepidibacter
BP.kaiju.out	0.002604	2378	227873	Pannonibacter
BP.kaiju.out	0.002603	2377	1121829	Fodinicurvata
BP.kaiju.out	0.002591	2366	32014	Iodobacter
BP.kaiju.out	0.002577	2353	1218	Prochlorococcus
BP.kaiju.out	0.002571	2348	689760	Planosporangium
BP.kaiju.out	0.002570	2347	362865	Sandarakinorhabdus
BP.kaiju.out	0.002568	2345	1649465	Luteibaculum
BP.kaiju.out	0.002564	2341	2814902	Propylenella
BP.kaiju.out	0.002562	2339	2865859	Arenibaculum
BP.kaiju.out	0.002554	2332	1912771	Halodesulfovibrio
BP.kaiju.out	0.002553	2331	1522431	Thermosulfurimonas
BP.kaiju.out	0.002551	2329	698776	Cellulosilyticum
BP.kaiju.out	0.002546	2325	515417	Amphritea
BP.kaiju.out	0.002536	2316	404235	Maritimibacter
BP.kaiju.out	0.002535	2315	748770	Dolichospermum
BP.kaiju.out	0.002532	2312	2866729	Ktedonospora
BP.kaiju.out	0.002523	2304	2172	Methanobrevibacter
BP.kaiju.out	0.002520	2301	447020	Adlercreutzia
BP.kaiju.out	0.002514	2296	1472699	Algisphaera
BP.kaiju.out	0.002513	2295	74317	Maricaulis
BP.kaiju.out	0.002511	2293	28250	Ornithobacterium
BP.kaiju.out	0.002510	2292	1155385	Proteiniclasticum
BP.kaiju.out	0.002509	2291	1159323	Macellibacteroides
BP.kaiju.out	0.002506	2288	83551	Parachlamydia
BP.kaiju.out	0.002506	2288	198251	Candidatus Pelagibacter
BP.kaiju.out	0.002503	2286	285107	Thioclava
BP.kaiju.out	0.002501	2284	2913022	Mucisphaera
BP.kaiju.out	0.002498	2281	2681566	Thermaurantimonas
BP.kaiju.out	0.002493	2276	311207	Gaetbulibacter
