file	percent	reads	taxon_id	taxon_name
BP.kaiju.out	0.001405	1283	1911566	Arsenicitalea
BP.kaiju.out	0.001405	1283	2862745	Pseudobdellovibrio
BP.kaiju.out	0.001404	1282	953	Wolbachia
BP.kaiju.out	0.001401	1279	1769008	Anoxybacter
BP.kaiju.out	0.001400	1278	2093	Mycoplasma
BP.kaiju.out	0.001394	1273	1129704	Kyrpidia
BP.kaiju.out	0.001391	1270	84108	Slackia
BP.kaiju.out	0.001389	1268	2821512	Algihabitans
BP.kaiju.out	0.001388	1267	102234	Cyanobacterium
BP.kaiju.out	0.001388	1267	1433996	Desulfobaculum
BP.kaiju.out	0.001386	1266	1364858	Agaricicola
BP.kaiju.out	0.001385	1265	1434044	Sinobacterium
BP.kaiju.out	0.001381	1261	76634	Mycetocola
BP.kaiju.out	0.001380	1260	106146	Pelistega
BP.kaiju.out	0.001377	1257	455252	Methylonatrum
BP.kaiju.out	0.001377	1257	1233054	Oceanicella
BP.kaiju.out	0.001377	1257	1276290	Caldibacillus
BP.kaiju.out	0.001373	1254	2320199	Abyssibacter
BP.kaiju.out	0.001371	1252	1007082	Nitrosarchaeum
BP.kaiju.out	0.001369	1250	3020858	Faunimonas
BP.kaiju.out	0.001368	1249	1165076	Imtechella
BP.kaiju.out	0.001367	1248	81411	Aminomonas
BP.kaiju.out	0.001362	1244	1278221	Auraticoccus
BP.kaiju.out	0.001360	1242	478070	Labrenzia
BP.kaiju.out	0.001360	1242	2183612	Klenkia
BP.kaiju.out	0.001358	1240	102115	Stanieria
BP.kaiju.out	0.001358	1240	204475	Gemmiger
BP.kaiju.out	0.001357	1239	1916646	Ochrovirga
BP.kaiju.out	0.001355	1237	704093	Anaerobacillus
BP.kaiju.out	0.001354	1236	121038	Ferrimicrobium
BP.kaiju.out	0.001350	1233	1960290	Pacificimonas
BP.kaiju.out	0.001349	1232	2678887	Oleisolibacter
BP.kaiju.out	0.001344	1227	28884	Hydrogenovibrio
BP.kaiju.out	0.001342	1225	1647	Erysipelothrix
BP.kaiju.out	0.001342	1225	265718	Aquimonas
BP.kaiju.out	0.001342	1225	1434022	Naasia
BP.kaiju.out	0.001339	1223	1535231	Altibacter
BP.kaiju.out	0.001337	1221	2901382	Sabulicella
BP.kaiju.out	0.001336	1220	100175	Papillibacter
BP.kaiju.out	0.001336	1220	212790	Sulfurihydrogenibium
BP.kaiju.out	0.001334	1218	338648	Candidatus Contubernalis
BP.kaiju.out	0.001334	1218	1763508	Lachnotalea
BP.kaiju.out	0.001334	1218	1914252	Thermodesulfitimonas
BP.kaiju.out	0.001333	1217	2719313	Enterocloster
BP.kaiju.out	0.001333	1217	2854181	Aliiruegeria
BP.kaiju.out	0.001332	1216	1742977	Tepidicaulis
BP.kaiju.out	0.001331	1215	132607	Planktothricoides
BP.kaiju.out	0.001329	1214	2786989	Koleobacter
BP.kaiju.out	0.001326	1211	588605	Robinsoniella
BP.kaiju.out	0.001325	1210	3016348	Futiania
BP.kaiju.out	0.001324	1209	2712271	Xylanivirga
BP.kaiju.out	0.001317	1203	186831	Acetoanaerobium
BP.kaiju.out	0.001317	1203	2944146	Bianquea
BP.kaiju.out	0.001316	1202	583	Proteus
BP.kaiju.out	0.001316	1202	84034	Propionispira
BP.kaiju.out	0.001316	1202	1433999	Domibacillus
BP.kaiju.out	0.001313	1199	1706033	Sediminicoccus
BP.kaiju.out	0.001309	1195	2983509	Jilunia
BP.kaiju.out	0.001303	1190	2661936	Ferruginivarius
BP.kaiju.out	0.001301	1188	1649485	Pustulibacterium
BP.kaiju.out	0.001299	1186	2742598	Limosilactobacillus
BP.kaiju.out	0.001299	1186	2870408	Chitinasiproducens
BP.kaiju.out	0.001298	1185	283810	Stackebrandtia
BP.kaiju.out	0.001298	1185	1031282	Candidatus Marithrix
BP.kaiju.out	0.001298	1185	1844270	Stenomitos
BP.kaiju.out	0.001293	1181	1269	Micrococcus
BP.kaiju.out	0.001293	1181	3037992	Alkalisalibacterium
BP.kaiju.out	0.001292	1180	862071	Syntrophaceticus
BP.kaiju.out	0.001291	1179	1926659	Mediterranea
BP.kaiju.out	0.001290	1178	1042325	Aciditerrimonas
BP.kaiju.out	0.001289	1177	1193515	Snodgrassella
BP.kaiju.out	0.001288	1176	2047735	Mangrovitalea
BP.kaiju.out	0.001287	1175	68903	Terracoccus
BP.kaiju.out	0.001286	1174	1751872	Lacimicrobium
BP.kaiju.out	0.001283	1172	1124625	Stakelama
BP.kaiju.out	0.001283	1172	1608404	Puniceibacterium
BP.kaiju.out	0.001282	1171	1848396	Limibacillus
BP.kaiju.out	0.001282	1171	2830882	Allopontixanthobacter
BP.kaiju.out	0.001279	1168	659428	Marivita
BP.kaiju.out	0.001279	1168	2796146	Candidatus Nitrosacidococcus
BP.kaiju.out	0.001278	1167	1257	Peptostreptococcus
BP.kaiju.out	0.001278	1167	644652	Gordonibacter
BP.kaiju.out	0.001277	1166	1240886	Oculatella
BP.kaiju.out	0.001277	1166	1649508	Thermorudis
BP.kaiju.out	0.001274	1163	1434023	Natranaerovirga
BP.kaiju.out	0.001274	1163	2839095	Candidatus Methylacidithermus
BP.kaiju.out	0.001273	1162	291988	Thermosediminibacter
BP.kaiju.out	0.001271	1161	423604	Elusimicrobium
BP.kaiju.out	0.001271	1161	2881027	Paradesulfitobacterium
BP.kaiju.out	0.001269	1159	1929135	Halofilum
BP.kaiju.out	0.001267	1157	1236218	Melghirimyces
BP.kaiju.out	0.001264	1154	2212731	Thiofilum
BP.kaiju.out	0.001263	1153	1068904	Primorskyibacter
BP.kaiju.out	0.001263	1153	2023214	Koinonema
BP.kaiju.out	0.001258	1149	81461	Thermanaerovibrio
BP.kaiju.out	0.001258	1149	82345	Ornithinicoccus
BP.kaiju.out	0.001257	1148	947567	Litoreibacter
BP.kaiju.out	0.001256	1147	1519373	Amphiplicatus
BP.kaiju.out	0.001251	1142	2029851	Saonia
BP.kaiju.out	0.001250	1141	32199	Buchnera
BP.kaiju.out	0.001248	1140	1266053	Algiphilus
BP.kaiju.out	0.001248	1140	2917698	Salsipaludibacter
BP.kaiju.out	0.001247	1139	1198243	Rugosimonospora
BP.kaiju.out	0.001247	1139	1434006	Fretibacterium
BP.kaiju.out	0.001243	1135	1550243	Aetokthonos
BP.kaiju.out	0.001242	1134	82373	Anaerovibrio
BP.kaiju.out	0.001241	1133	171003	Caloranaerobacter
BP.kaiju.out	0.001237	1130	1606872	Flavimarina
BP.kaiju.out	0.001233	1126	561554	Zeaxanthinibacter
BP.kaiju.out	0.001230	1123	54293	Thermosyntropha
BP.kaiju.out	0.001228	1121	1458928	Okeania
BP.kaiju.out	0.001228	1121	1792291	Marinagarivorans
BP.kaiju.out	0.001227	1120	2605940	Hwanghaeella
BP.kaiju.out	0.001225	1119	1445504	Gynuella
BP.kaiju.out	0.001224	1118	132605	Limnothrix
BP.kaiju.out	0.001224	1118	2893090	Rhodocaloribacter
BP.kaiju.out	0.001223	1117	152180	Ahrensia
BP.kaiju.out	0.001223	1117	412592	Thermosulfidibacter
BP.kaiju.out	0.001221	1115	2036017	Consotaella
BP.kaiju.out	0.001220	1114	32207	Rothia
BP.kaiju.out	0.001219	1113	1932705	Iningainema
BP.kaiju.out	0.001218	1112	2950430	Pinirhizobacter
BP.kaiju.out	0.001217	1111	2812019	Pseudocnuella
BP.kaiju.out	0.001216	1110	1884449	Salipaludibacillus
BP.kaiju.out	0.001214	1109	146813	Dendrosporobacter
BP.kaiju.out	0.001213	1108	1643951	Pseudothermotoga
BP.kaiju.out	0.001211	1106	2212691	Thiolinea
BP.kaiju.out	0.001209	1104	402170	Lapillicoccus
BP.kaiju.out	0.001209	1104	2172823	Sansalvadorimonas
BP.kaiju.out	0.001204	1099	273135	Candidatus Cardinium
BP.kaiju.out	0.001202	1098	1433402	Glycocaulis
BP.kaiju.out	0.001202	1098	1937972	Bernardetia
BP.kaiju.out	0.001200	1096	1980513	Candidatus Nitrosoglobus
BP.kaiju.out	0.001198	1094	160795	Ureibacillus
BP.kaiju.out	0.001198	1094	492233	Thiohalorhabdus
BP.kaiju.out	0.001198	1094	2038733	Oryzisolibacter
BP.kaiju.out	0.001197	1093	150818	Heliophilum
BP.kaiju.out	0.001196	1092	2767887	Ligilactobacillus
BP.kaiju.out	0.001193	1089	484508	Ornithinibacillus
BP.kaiju.out	0.001189	1086	2893022	Flagellatimonas
BP.kaiju.out	0.001188	1085	1995	Microtetraspora
BP.kaiju.out	0.001187	1084	315422	Palleronia
BP.kaiju.out	0.001187	1084	1882917	Pajaroellobacter
BP.kaiju.out	0.001187	1084	2806693	Candidatus Nitrohelix
BP.kaiju.out	0.001182	1079	1137960	Allokutzneria
BP.kaiju.out	0.001182	1079	1403714	Parapusillimonas
BP.kaiju.out	0.001178	1076	337004	Microcella
BP.kaiju.out	0.001177	1075	2917830	Leptothermofonsia
BP.kaiju.out	0.001176	1074	1955420	Silicimonas
BP.kaiju.out	0.001175	1073	196079	Oceanobacter
BP.kaiju.out	0.001175	1073	1495041	Thermopetrobacter
BP.kaiju.out	0.001174	1072	366614	Haematobacter
BP.kaiju.out	0.001171	1069	475230	Pullulanibacillus
BP.kaiju.out	0.001169	1067	2005375	Alkalicoccus
BP.kaiju.out	0.001169	1067	2005387	Bacilliculturomica
BP.kaiju.out	0.001169	1067	2817139	Weizmannia
BP.kaiju.out	0.001167	1066	369400	Flaviramulus
BP.kaiju.out	0.001166	1065	336830	Arsukibacterium
BP.kaiju.out	0.001165	1064	46205	Pseudobutyrivibrio
BP.kaiju.out	0.001165	1064	476278	Thiohalospira
BP.kaiju.out	0.001165	1064	2910986	Paradesulfovibrio (ex Waite et al. 2020)
BP.kaiju.out	0.001163	1062	249529	Caldanaerobacter
BP.kaiju.out	0.001163	1062	2953860	Candidatus Arcticimaribacter
BP.kaiju.out	0.001162	1061	54312	Tychonema
BP.kaiju.out	0.001162	1061	1663717	Herbinix
BP.kaiju.out	0.001161	1060	1572860	Hartmannibacter
BP.kaiju.out	0.001161	1060	1940855	Hypnocyclicus
BP.kaiju.out	0.001160	1059	69961	Azomonas
BP.kaiju.out	0.001160	1059	99906	Alkalibacterium
BP.kaiju.out	0.001160	1059	1007342	Desulfurispira
BP.kaiju.out	0.001158	1057	204474	Dichotomicrobium
BP.kaiju.out	0.001158	1057	1855405	Longibacter
BP.kaiju.out	0.001158	1057	1918450	Cuneatibacter
BP.kaiju.out	0.001158	1057	2584823	Laspinema
BP.kaiju.out	0.001154	1054	83677	Thermobifida
BP.kaiju.out	0.001153	1053	1912923	Candidatus Syntrophoarchaeum
BP.kaiju.out	0.001151	1051	1914248	Motilimonas
BP.kaiju.out	0.001150	1050	2282761	Zhengella
BP.kaiju.out	0.001149	1049	2686004	Candidatus Vondammii
BP.kaiju.out	0.001149	1049	2925678	Xaviernesmea
BP.kaiju.out	0.001146	1046	32257	Kingella
BP.kaiju.out	0.001143	1044	529881	Aquiluna
BP.kaiju.out	0.001140	1041	713	Actinobacillus
BP.kaiju.out	0.001140	1041	2703814	Candidatus Mcinerneyibacterium
BP.kaiju.out	0.001139	1040	1849	Actinopolyspora
BP.kaiju.out	0.001139	1040	444090	Caldimicrobium
BP.kaiju.out	0.001136	1037	1347386	Anaerosalibacter
BP.kaiju.out	0.001131	1033	2893058	Pseudalkalibacillus
BP.kaiju.out	0.001130	1032	580880	Amorphus
BP.kaiju.out	0.001128	1030	77021	Cylindrospermopsis
BP.kaiju.out	0.001127	1029	90243	Oligella
BP.kaiju.out	0.001127	1029	2974369	Palleniella
BP.kaiju.out	0.001126	1028	1866954	Varunaivibrio
BP.kaiju.out	0.001126	1028	2709266	Arthrospiribacter
BP.kaiju.out	0.001124	1026	42054	Chromohalobacter
BP.kaiju.out	0.001124	1026	56433	Couchioplanes
BP.kaiju.out	0.001124	1026	1751296	Sinirhodobacter
BP.kaiju.out	0.001120	1023	397456	Gulbenkiania
BP.kaiju.out	0.001120	1023	2717339	Rhabdaerophilum
BP.kaiju.out	0.001118	1021	2597221	Candidatus Acididesulfobacter
BP.kaiju.out	0.001116	1019	110934	Agreia
BP.kaiju.out	0.001116	1019	511434	Candidatus Azobacteroides
BP.kaiju.out	0.001115	1018	436357	Thalassococcus
BP.kaiju.out	0.001115	1018	2678886	Pulveribacter
BP.kaiju.out	0.001114	1017	1143004	Methyloferula
BP.kaiju.out	0.001114	1017	2871671	Spongiactinospora
BP.kaiju.out	0.001110	1014	1678397	Candidatus Phycosocius
BP.kaiju.out	0.001109	1013	2822394	Patiriisocius
BP.kaiju.out	0.001108	1012	75905	Thermocrinis
BP.kaiju.out	0.001107	1011	39948	Dialister
BP.kaiju.out	0.001107	1011	1903858	Pseudorhizobium
BP.kaiju.out	0.001105	1009	157226	Jeotgalibacillus
BP.kaiju.out	0.001105	1009	3031928	Govania
BP.kaiju.out	0.001104	1008	635	Edwardsiella
BP.kaiju.out	0.001104	1008	909931	Sporolituus
BP.kaiju.out	0.001103	1007	189330	Dorea
BP.kaiju.out	0.001103	1007	1884930	Maledivibacter
BP.kaiju.out	0.001103	1007	2518495	Duncaniella
BP.kaiju.out	0.001103	1007	2597222	Candidatus Acidulodesulfobacterium
BP.kaiju.out	0.001101	1005	168694	Salinispora
BP.kaiju.out	0.001098	1003	1434025	Neiella
BP.kaiju.out	0.001097	1002	647744	Indibacter
BP.kaiju.out	0.001094	999	2709686	Novosphingopyxis
BP.kaiju.out	0.001093	998	718013	Thermasporomyces
BP.kaiju.out	0.001093	998	762551	Jejuia
BP.kaiju.out	0.001091	996	1123	Chlorogloeopsis
BP.kaiju.out	0.001091	996	186829	Agitococcus
BP.kaiju.out	0.001087	993	34037	Rahnella
BP.kaiju.out	0.001086	992	2510710	Candidatus Amulumruptor
BP.kaiju.out	0.001086	992	3045815	Trichothermofontia
BP.kaiju.out	0.001085	991	186188	Xylanimonas
BP.kaiju.out	0.001084	990	51366	Salinivibrio
BP.kaiju.out	0.001084	990	191303	Turicibacter
BP.kaiju.out	0.001084	990	2661806	Solirhodobacter
BP.kaiju.out	0.001083	989	660628	Insolitispirillum
BP.kaiju.out	0.001082	988	741759	Tomitella
BP.kaiju.out	0.001080	986	159730	Thermovenabulum
BP.kaiju.out	0.001080	986	497726	Nitrososphaera
BP.kaiju.out	0.001079	985	112008	Ignatzschineria
BP.kaiju.out	0.001078	984	33042	Coprococcus
BP.kaiju.out	0.001078	984	758601	Deinobacterium
BP.kaiju.out	0.001078	984	2903107	Paracholeplasma
BP.kaiju.out	0.001074	981	1926677	Raoultibacter
BP.kaiju.out	0.001073	980	196118	Methanocaldococcus
BP.kaiju.out	0.001073	980	1602338	Emcibacter
BP.kaiju.out	0.001073	980	1755825	Egicoccus
BP.kaiju.out	0.001072	979	1654711	Litorivivens
BP.kaiju.out	0.001072	979	2036011	Limibaculum
BP.kaiju.out	0.001072	979	2837506	Niallia
BP.kaiju.out	0.001070	977	367188	Haladaptatus
BP.kaiju.out	0.001070	977	2916691	Desulfolucianica
BP.kaiju.out	0.001069	976	33001	Desulfurella
BP.kaiju.out	0.001069	976	2027529	Cumulibacter
BP.kaiju.out	0.001068	975	332100	Planifilum
BP.kaiju.out	0.001068	975	2027874	Mongoliimonas
BP.kaiju.out	0.001066	973	146785	Thermosynechococcus
BP.kaiju.out	0.001066	973	2907134	Constantimarinum
BP.kaiju.out	0.001062	970	258514	Acetanaerobacterium
BP.kaiju.out	0.001057	965	1617805	Amylibacter
BP.kaiju.out	0.001056	964	82976	Buttiauxella
BP.kaiju.out	0.001056	964	1915405	Pseudohoeflea
BP.kaiju.out	0.001052	961	2945018	Limisalsivibrio
BP.kaiju.out	0.001050	959	207244	Anaerostipes
BP.kaiju.out	0.001050	959	985001	Piscicoccus
BP.kaiju.out	0.001049	958	289201	Pontibacillus
BP.kaiju.out	0.001049	958	1313115	Magnetovibrio
BP.kaiju.out	0.001047	956	1926655	Marseilla
BP.kaiju.out	0.001046	955	1758230	Corticibacter
BP.kaiju.out	0.001045	954	1494427	Tepidibacillus
BP.kaiju.out	0.001044	953	153232	Oceanicaulis
BP.kaiju.out	0.001043	952	211469	Kineosphaera
BP.kaiju.out	0.001043	952	2994363	Pseudofrankia
BP.kaiju.out	0.001041	951	1123967	Porticoccus
BP.kaiju.out	0.001038	948	2913017	Aggregatimonas
BP.kaiju.out	0.001037	947	2888818	Pengzhenrongella
BP.kaiju.out	0.001036	946	261684	Thermosinus
BP.kaiju.out	0.001036	946	283819	Woronichinia
BP.kaiju.out	0.001035	945	2837502	Ectobacillus
BP.kaiju.out	0.001033	943	693074	Caldisericum
BP.kaiju.out	0.001033	943	3025755	Thomasclavelia
BP.kaiju.out	0.001032	942	83400	Roseospirillum
BP.kaiju.out	0.001029	940	2045416	Oceanihabitans
BP.kaiju.out	0.001028	939	59735	Bergeyella
BP.kaiju.out	0.001026	937	2901416	Atopomonas
BP.kaiju.out	0.001025	936	1434000	Eilatimonas
BP.kaiju.out	0.001024	935	3024823	Anaeromicropila
BP.kaiju.out	0.001023	934	415014	Proteiniborus
BP.kaiju.out	0.001023	934	1400054	Allocatelliglobosispora
BP.kaiju.out	0.001023	934	1609233	Acidithrix
BP.kaiju.out	0.001021	932	28048	Acidothermus
BP.kaiju.out	0.001021	932	1775471	Spongiivirga
BP.kaiju.out	0.001020	931	2804525	Lichenicola
BP.kaiju.out	0.001017	929	1505664	Gottschalkia
BP.kaiju.out	0.001015	927	448125	Dethiosulfatibacter
BP.kaiju.out	0.001014	926	2900666	Candidatus Hydromicrobium
BP.kaiju.out	0.001013	925	291181	Subsaxibacter
BP.kaiju.out	0.001013	925	1400062	Tranquillimonas
BP.kaiju.out	0.001013	925	1795639	Aquisalinus
BP.kaiju.out	0.001013	925	2023233	Ancylothrix
BP.kaiju.out	0.001013	925	2767204	Candidatus Muirbacterium
BP.kaiju.out	0.001012	924	2767320	Aldersonia
BP.kaiju.out	0.001011	923	288793	Salinimonas
BP.kaiju.out	0.001010	922	511678	Aliivibrio
BP.kaiju.out	0.001010	922	1541445	Candidatus Phaeomarinobacter
BP.kaiju.out	0.001009	921	2794837	Schnuerera
BP.kaiju.out	0.001008	920	1825023	Candidatus Nitrosotenuis
BP.kaiju.out	0.001006	919	32636	Halothermothrix
BP.kaiju.out	0.001005	918	702	Plesiomonas
BP.kaiju.out	0.001005	918	375673	Paraferrimonas
BP.kaiju.out	0.001003	916	34069	Telluria
BP.kaiju.out	0.001002	915	1649474	Nibribacter
BP.kaiju.out	0.001002	915	3020833	Isoalcanivorax
BP.kaiju.out	0.001000	913	56688	Halorubrum
BP.kaiju.out	0.001000	913	2781897	Lichenicoccus
BP.kaiju.out	0.001000	913	2860235	Glacieibacterium
BP.kaiju.out	0.000998	911	2709671	Saezia
BP.kaiju.out	0.000995	909	1158296	Poseidonocella
BP.kaiju.out	0.000994	908	2211635	Cognatishimia
BP.kaiju.out	0.000993	907	190323	Plantibacter
BP.kaiju.out	0.000993	907	2692382	Gudongella
BP.kaiju.out	0.000983	898	1294511	Naumannella
BP.kaiju.out	0.000982	897	208447	Oceanithermus
BP.kaiju.out	0.000981	896	2837508	Rossellomorea
BP.kaiju.out	0.000979	894	40566	Actinosynnema
BP.kaiju.out	0.000979	894	2049301	Changchengzhania
BP.kaiju.out	0.000976	891	767891	Candidatus Puniceispirillum
BP.kaiju.out	0.000975	890	697025	Hoyosella
BP.kaiju.out	0.000975	890	754249	Luteimicrobium
BP.kaiju.out	0.000975	890	1187887	Nitritalea
BP.kaiju.out	0.000974	889	1742989	Glutamicibacter
BP.kaiju.out	0.000972	888	52225	Mitsuokella
BP.kaiju.out	0.000972	888	653686	Wenxinia
BP.kaiju.out	0.000972	888	2047745	Oceaniglobus
BP.kaiju.out	0.000971	887	2915904	Szabonella
BP.kaiju.out	0.000970	886	89523	Rubrimonas
BP.kaiju.out	0.000969	885	158846	Megamonas
BP.kaiju.out	0.000969	885	1912216	Cutibacterium
BP.kaiju.out	0.000968	884	1804663	Haematospirillum
BP.kaiju.out	0.000968	884	2896773	Enemella
BP.kaiju.out	0.000965	881	2017546	Paracandidimonas
BP.kaiju.out	0.000964	880	256818	Gulosibacter
BP.kaiju.out	0.000963	879	167639	Ilyobacter
BP.kaiju.out	0.000963	879	2024982	Notoacmeibacter
BP.kaiju.out	0.000963	879	2884814	Pseudoprevotella
BP.kaiju.out	0.000956	873	596767	Hydrogenoanaerobacterium
BP.kaiju.out	0.000956	873	908251	Branchiibius
BP.kaiju.out	0.000956	873	1425377	Haloechinothrix
BP.kaiju.out	0.000956	873	1774131	Hydrobacter
BP.kaiju.out	0.000956	873	2689590	Stagnimonas
BP.kaiju.out	0.000955	872	996924	Mastigocoleus
BP.kaiju.out	0.000954	871	2976419	Pedomonas
BP.kaiju.out	0.000952	869	28263	Arcanobacterium
BP.kaiju.out	0.000949	867	2979332	Prescottella
BP.kaiju.out	0.000948	866	196136	Methanosalsum
BP.kaiju.out	0.000948	866	653683	Anaerosporobacter
BP.kaiju.out	0.000948	866	998014	Cocleimonas
BP.kaiju.out	0.000947	865	2035345	Psychromarinibacter
BP.kaiju.out	0.000947	865	2201383	Mangrovicoccus
BP.kaiju.out	0.000947	865	2886347	Allocoleopsis
BP.kaiju.out	0.000946	864	1125736	Symplocastrum
BP.kaiju.out	0.000943	861	2972975	Halomarinibacterium
BP.kaiju.out	0.000942	860	1123951	Thalassocella
BP.kaiju.out	0.000940	858	1649471	Mobilitalea
BP.kaiju.out	0.000936	855	53945	Octadecabacter
BP.kaiju.out	0.000936	855	2888759	Pacificispira
BP.kaiju.out	0.000935	854	375928	Natranaerobius
BP.kaiju.out	0.000935	854	2767879	Companilactobacillus
BP.kaiju.out	0.000934	853	745	Pasteurella
BP.kaiju.out	0.000933	852	1477505	Eoetvoesia
BP.kaiju.out	0.000933	852	2321115	Halarcobacter
BP.kaiju.out	0.000930	849	112987	Neochlamydia
BP.kaiju.out	0.000928	847	292636	Thermoflavimicrobium
BP.kaiju.out	0.000928	847	2599625	Candidatus Dormibacter
BP.kaiju.out	0.000926	846	991903	Polymorphum
BP.kaiju.out	0.000926	846	2992131	Romeriopsis
BP.kaiju.out	0.000925	845	91914	Asaia
BP.kaiju.out	0.000924	844	51196	Syntrophobotulus
BP.kaiju.out	0.000924	844	1747770	Egibacter
BP.kaiju.out	0.000923	843	2321187	Poseidonibacter
BP.kaiju.out	0.000922	842	171868	Thermovibrio
BP.kaiju.out	0.000921	841	2919362	Saliniramus
BP.kaiju.out	0.000920	840	561442	Anaerovirgula
BP.kaiju.out	0.000919	839	1367968	Sinosporangium
BP.kaiju.out	0.000919	839	2823237	Alteribacter
BP.kaiju.out	0.000918	838	2740558	Lacisediminihabitans
BP.kaiju.out	0.000917	837	444051	Mesoflavibacter
BP.kaiju.out	0.000917	837	2651725	Leptothoe
BP.kaiju.out	0.000916	836	1810868	Mycoavidus
BP.kaiju.out	0.000914	835	1392389	Intestinimonas
BP.kaiju.out	0.000913	834	13275	Suttonella
BP.kaiju.out	0.000913	834	264688	Trichormus
BP.kaiju.out	0.000911	832	32068	Sebaldella
BP.kaiju.out	0.000910	831	1654787	Thiopseudomonas
BP.kaiju.out	0.000908	829	1156392	Pseudokineococcus
BP.kaiju.out	0.000906	827	354349	Pseudochrobactrum
BP.kaiju.out	0.000906	827	1197472	Meridianimaribacter
BP.kaiju.out	0.000903	825	2975521	Xianfuyuplasma
BP.kaiju.out	0.000902	824	2768738	Spartinivicinus
BP.kaiju.out	0.000902	824	2837511	Sutcliffiella
BP.kaiju.out	0.000901	823	379546	Aciduliprofundum
BP.kaiju.out	0.000901	823	2834400	Wocania
BP.kaiju.out	0.000899	821	2831955	Pikeienuella
BP.kaiju.out	0.000898	820	2946544	Anaeromonas
BP.kaiju.out	0.000896	818	2717	Cardiobacterium
BP.kaiju.out	0.000896	818	233099	Ectothiorhodosinus
BP.kaiju.out	0.000895	817	2756312	Flavimobilis
BP.kaiju.out	0.000893	815	2815788	Hallerella
BP.kaiju.out	0.000890	813	69965	Macrococcus
BP.kaiju.out	0.000890	813	1470540	Jeotgalibaca
BP.kaiju.out	0.000890	813	2847769	Aequoribacter
BP.kaiju.out	0.000889	812	1185872	Desertifilum
BP.kaiju.out	0.000889	812	1704230	Aureisphaera
BP.kaiju.out	0.000889	812	1973275	Massilibacillus
BP.kaiju.out	0.000888	811	53370	Pilimelia
BP.kaiju.out	0.000888	811	336260	Thermovirga
BP.kaiju.out	0.000888	811	2750262	Leekyejoonella
BP.kaiju.out	0.000888	811	2903100	Mariniplasma
BP.kaiju.out	0.000886	809	2026172	Chengkuizengella
BP.kaiju.out	0.000885	808	2680021	Ephemeroptericola
BP.kaiju.out	0.000885	808	2774168	Avrilella
BP.kaiju.out	0.000884	807	413496	Cronobacter
BP.kaiju.out	0.000883	806	29331	Amphibacillus
BP.kaiju.out	0.000882	805	53402	Merismopedia
BP.kaiju.out	0.000882	805	1911581	Formosimonas
BP.kaiju.out	0.000882	805	1924062	Desnuesiella
BP.kaiju.out	0.000882	805	2039718	Marivibrio
BP.kaiju.out	0.000880	804	75683	Balneatrix
BP.kaiju.out	0.000880	804	1246884	Algimonas
BP.kaiju.out	0.000878	802	2819026	Candidatus Desulfobacillus
BP.kaiju.out	0.000877	801	1920515	Actinocrinis
BP.kaiju.out	0.000877	801	2571159	Mycetohabitans
BP.kaiju.out	0.000877	801	2916690	Desulfofalx
BP.kaiju.out	0.000876	800	2935559	Allomeiothermus
BP.kaiju.out	0.000875	799	2321114	Malaciobacter
BP.kaiju.out	0.000874	798	2132	Spiroplasma
BP.kaiju.out	0.000874	798	1884934	Paramaledivibacter
BP.kaiju.out	0.000873	797	648799	Thermotalea
BP.kaiju.out	0.000871	795	1844015	Pontivivens
BP.kaiju.out	0.000871	795	2315418	Candidatus Sumerlaea
BP.kaiju.out	0.000870	794	1013	Weeksella
BP.kaiju.out	0.000870	794	2083206	Tritonibacter
BP.kaiju.out	0.000867	792	169133	Citricoccus
BP.kaiju.out	0.000866	791	1233426	Roseofilum
BP.kaiju.out	0.000865	790	227388	Thermodesulfobium
BP.kaiju.out	0.000864	789	98443	Richelia
BP.kaiju.out	0.000864	789	2710870	Allorhizocola
BP.kaiju.out	0.000863	788	182402	Rubritepida
BP.kaiju.out	0.000862	787	121820	Roseinatronobacter
BP.kaiju.out	0.000862	787	945733	Hyella
BP.kaiju.out	0.000861	786	2893029	Variimorphobacter
BP.kaiju.out	0.000860	785	1924105	Neglectibacter
BP.kaiju.out	0.000859	784	2707020	Aerosticca
BP.kaiju.out	0.000856	782	45669	Salinicoccus
BP.kaiju.out	0.000856	782	291178	Subsaximicrobium
BP.kaiju.out	0.000856	782	1400060	Roseibaca
BP.kaiju.out	0.000856	782	1446465	Candidatus Acetothermum
BP.kaiju.out	0.000855	781	2924872	Acididesulfobacillus
BP.kaiju.out	0.000854	780	412033	Celerinatantimonas
BP.kaiju.out	0.000854	780	1501143	Neosynechococcus
BP.kaiju.out	0.000850	776	1183	Plectonema
BP.kaiju.out	0.000849	775	283821	Snowella
BP.kaiju.out	0.000849	775	1649457	Homoserinibacter
BP.kaiju.out	0.000849	775	1902578	Candidatus Tokpelaia
BP.kaiju.out	0.000848	774	376488	Halotalea
BP.kaiju.out	0.000848	774	690565	Serinibacter
BP.kaiju.out	0.000847	773	1981028	Mailhella
BP.kaiju.out	0.000847	773	2767206	Candidatus Reconcilbacillus
BP.kaiju.out	0.000845	772	1775176	Corallincola
BP.kaiju.out	0.000844	771	46255	Weissella
BP.kaiju.out	0.000842	769	689697	Salisaeta
BP.kaiju.out	0.000841	768	1742974	Pyruvatibacter
BP.kaiju.out	0.000841	768	1769729	Hathewaya
BP.kaiju.out	0.000839	766	3018276	Aliamphritea
BP.kaiju.out	0.000837	764	2676837	Desertihabitans
